rank,listing_type,id,name,author,author_alias,attribution_link,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot
154,map,au-brisbane,Brisbane,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,5,5,257,257,252,252,snapshot_2026_09_06.json,snapshot_2026_09_03.json
155,map,rennes,Rennes,pierreggt,pierreggt,https://github.com/pierreggt,5,5,170,170,165,165,snapshot_2026_09_06.json,snapshot_2026_09_03.json
156,map,corse,Corse,pierreggt,pierreggt,https://github.com/pierreggt,5,5,39,39,34,34,snapshot_2026_09_06.json,snapshot_2026_09_03.json
157,map,aachen,Aachen,pierreggt,pierreggt,https://github.com/pierreggt,5,5,34,34,29,29,snapshot_2026_09_06.json,snapshot_2026_09_03.json
158,map,augsburg,Augsburg,pierreggt,pierreggt,https://github.com/pierreggt,5,5,34,34,29,29,snapshot_2026_09_06.json,snapshot_2026_09_03.json
159,map,bremen,Bremen,pierreggt,pierreggt,https://github.com/pierreggt,5,5,33,33,28,28,snapshot_2026_09_06.json,snapshot_2026_09_03.json
160,map,bielefeld,Bielefeld,pierreggt,pierreggt,https://github.com/pierreggt,5,5,32,32,27,27,snapshot_2026_09_06.json,snapshot_2026_09_03.json
161,map,luebeck,Lübeck,pierreggt,pierreggt,https://github.com/pierreggt,5,5,22,22,17,17,snapshot_2026_09_06.json,snapshot_2026_09_03.json
162,map,greater-los-angeles,Greater Los Angeles,rslurry,slurry,https://github.com/rslurry,4,4,3764,3764,3760,3760,snapshot_2026_09_06.json,snapshot_2026_09_03.json
163,map,helsinki,Helsinki,rslurry,slurry,https://github.com/rslurry,4,4,1309,1309,1305,1305,snapshot_2026_09_06.json,snapshot_2026_09_03.json
164,map,tampa-bay,Tampa Bay,rslurry,slurry,https://github.com/rslurry,4,4,1020,1020,1016,1016,snapshot_2026_09_06.json,snapshot_2026_09_03.json
165,mod,satellite-overlay,Satellite Overlay,TransitCore,TransitCore,https://github.com/TransitCore,4,4,880,880,876,876,snapshot_2026_09_06.json,snapshot_2026_09_03.json
166,map,yukina-okinawa,沖縄 (Okinawa),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,871,871,867,867,snapshot_2026_09_06.json,snapshot_2026_09_03.json
167,map,yukina-kobe-akashi,神戸・姫路 (Kōbe & Himeji),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,835,835,831,831,snapshot_2026_09_06.json,snapshot_2026_09_03.json
168,map,rotterdam-the-hague,Rotterdam-The Hague,ryandicicco,ryandicicco,https://github.com/ryandicicco,4,4,834,834,830,830,snapshot_2026_09_06.json,snapshot_2026_09_03.json
169,map,calgary,Calgary,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,4,4,770,770,766,766,snapshot_2026_09_06.json,snapshot_2026_09_03.json
170,map,guadalajara,Guadalajara,rslurry,slurry,https://github.com/rslurry,4,4,716,716,712,712,snapshot_2026_09_06.json,snapshot_2026_09_03.json
171,map,bilbao,Bilbao,Maximilian284,max02,https://github.com/Maximilian284,4,4,495,495,491,491,snapshot_2026_09_06.json,snapshot_2026_09_03.json
172,map,yukina-niigata,新潟 (Niigata),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,492,492,488,488,snapshot_2026_09_06.json,snapshot_2026_09_03.json
173,map,naples,Naples,Maximilian284,max02,https://github.com/Maximilian284,4,4,435,435,431,431,snapshot_2026_09_06.json,snapshot_2026_09_03.json
174,map,yukina-pl-lodz,Łódź,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,407,407,403,403,snapshot_2026_09_06.json,snapshot_2026_09_03.json
175,map,yukina-bydgoszcz-torun,Bydgoszcz - Toruń,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,341,341,337,337,snapshot_2026_09_06.json,snapshot_2026_09_03.json
176,map,turin,Turin,Maximilian284,max02,https://github.com/Maximilian284,4,4,298,298,294,294,snapshot_2026_09_06.json,snapshot_2026_09_03.json
177,mod,demand-clusters,Demand Clusters,m4d5hr1mp,m4d5hr1mp,https://github.com/m4d5hr1mp,4,4,290,290,286,286,snapshot_2026_09_06.json,snapshot_2026_09_03.json
178,map,yukina-pl-szczecin,Szczecin,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,275,275,271,271,snapshot_2026_09_06.json,snapshot_2026_09_03.json
179,map,strasbourg,Strasbourg,pierreggt,pierreggt,https://github.com/pierreggt,4,4,231,231,227,227,snapshot_2026_09_06.json,snapshot_2026_09_03.json
180,map,garda-lake,Garda Lake,Maximilian284,max02,https://github.com/Maximilian284,4,4,181,181,177,177,snapshot_2026_09_06.json,snapshot_2026_09_03.json
181,map,yukina-sk-bratislava,Bratislava,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,141,141,137,137,snapshot_2026_09_06.json,snapshot_2026_09_03.json
182,map,brussels,Brussels,lexenygma,lexenygma,https://github.com/lexenygma,4,4,116,116,112,112,snapshot_2026_09_06.json,snapshot_2026_09_03.json
183,map,arc-mediterraneen,L'Arc Méditerranéen,pierreggt,pierreggt,https://github.com/pierreggt,4,4,44,44,40,40,snapshot_2026_09_06.json,snapshot_2026_09_03.json
184,map,nuernberg,Nürnberg,pierreggt,pierreggt,https://github.com/pierreggt,4,4,37,37,33,33,snapshot_2026_09_06.json,snapshot_2026_09_03.json
185,map,hannover-braunschweig,Hannover-Braunschweig,pierreggt,pierreggt,https://github.com/pierreggt,4,4,33,33,29,29,snapshot_2026_09_06.json,snapshot_2026_09_03.json
186,map,muscat,Muscat,pierreggt,pierreggt,https://github.com/pierreggt,4,4,30,30,26,26,snapshot_2026_09_06.json,snapshot_2026_09_03.json
187,map,magdeburg,Magdeburg,pierreggt,pierreggt,https://github.com/pierreggt,4,4,25,25,21,21,snapshot_2026_09_06.json,snapshot_2026_09_03.json
188,map,freiburg,Freiburg im Breisgau,pierreggt,pierreggt,https://github.com/pierreggt,4,4,24,24,20,20,snapshot_2026_09_06.json,snapshot_2026_09_03.json
189,map,martinique,Martinique,pierreggt,pierreggt,https://github.com/pierreggt,4,4,24,24,20,20,snapshot_2026_09_06.json,snapshot_2026_09_03.json
190,mod,la-metro-trainpack,LA Metro Trainpack,NoahGarrf,NoahGarrf,https://github.com/NoahGarrf,4,4,14,14,10,10,snapshot_2026_09_06.json,snapshot_2026_09_03.json
191,map,oslo-no,Oslo,rslurry,slurry,https://github.com/rslurry,3,3,814,814,811,811,snapshot_2026_09_06.json,snapshot_2026_09_03.json
192,map,monterrey,Monterrey,rslurry,slurry,https://github.com/rslurry,3,3,810,810,807,807,snapshot_2026_09_06.json,snapshot_2026_09_03.json
193,map,yukina-sendai,仙台 (Sendai),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,689,689,686,686,snapshot_2026_09_06.json,snapshot_2026_09_03.json
194,mod,cinematic-camera,Cinematic Camera,TransitCore,TransitCore,https://github.com/TransitCore,3,3,615,615,612,612,snapshot_2026_09_06.json,snapshot_2026_09_03.json
195,map,yukina-kitakyushu-shimonoseki,北九州・下関 (Kitakyūshū & Shimonoseki),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,561,561,558,558,snapshot_2026_09_06.json,snapshot_2026_09_03.json
196,map,orlando,Orlando,rslurry,slurry,https://github.com/rslurry,3,3,538,538,535,535,snapshot_2026_09_06.json,snapshot_2026_09_03.json
197,map,valencia,Valencia,Maximilian284,max02,https://github.com/Maximilian284,3,3,499,499,496,496,snapshot_2026_09_06.json,snapshot_2026_09_03.json
198,map,yukina-pl-wroclaw,Wrocław,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,499,499,496,496,snapshot_2026_09_06.json,snapshot_2026_09_03.json
199,map,winnipeg,Winnipeg,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,3,3,498,498,495,495,snapshot_2026_09_06.json,snapshot_2026_09_03.json
200,map,yukina-matsuyama,松山 (Matsuyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,432,432,429,429,snapshot_2026_09_06.json,snapshot_2026_09_03.json
201,map,yukina-tw-tainan,臺南 (Tainan),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,376,376,373,373,snapshot_2026_09_06.json,snapshot_2026_09_03.json
202,map,florence,Florence,Maximilian284,max02,https://github.com/Maximilian284,3,3,286,286,283,283,snapshot_2026_09_06.json,snapshot_2026_09_03.json
203,map,genoa,Genoa,Maximilian284,max02,https://github.com/Maximilian284,3,3,259,259,256,256,snapshot_2026_09_06.json,snapshot_2026_09_03.json
204,mod,resizable-ui,Resizable UI,Tesarzh,Tesarzh,https://github.com/Tesarzh,3,3,236,236,233,233,snapshot_2026_09_06.json,snapshot_2026_09_03.json
205,map,au-perth,Perth,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,3,3,202,202,199,199,snapshot_2026_09_06.json,snapshot_2026_09_03.json
206,map,sofia-bulgaria,Sofia,giannons46,giannons46,https://github.com/giannons46,3,3,165,165,162,162,snapshot_2026_09_06.json,snapshot_2026_09_03.json
207,map,nz-wellington,Wellington,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,3,3,163,163,160,160,snapshot_2026_09_06.json,snapshot_2026_09_03.json
208,map,sevilla,Sevilla,Maximilian284,max02,https://github.com/Maximilian284,3,3,133,133,130,130,snapshot_2026_09_06.json,snapshot_2026_09_03.json
209,map,nz-christchurch,Christchurch,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,3,3,124,124,121,121,snapshot_2026_09_06.json,snapshot_2026_09_03.json
210,map,yukina-ua-lviv,Львів / Lviv,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,116,116,113,113,snapshot_2026_09_06.json,snapshot_2026_09_03.json
211,mod,anysave,AnySave,BarKuperman,BarKuperman,https://github.com/BarKuperman,3,3,112,112,109,109,snapshot_2026_09_06.json,snapshot_2026_09_03.json
212,map,pianura-emiliana,Pianura Emiliana,Maximilian284,max02,https://github.com/Maximilian284,3,3,111,111,108,108,snapshot_2026_09_06.json,snapshot_2026_09_03.json
213,map,mfn-rsw,Fort Myers,crumpetime,muffintime,https://github.com/crumpetime,3,3,72,72,69,69,snapshot_2026_09_06.json,snapshot_2026_09_03.json
214,map,tehran,Tehran,pierreggt,pierreggt,https://github.com/pierreggt,3,3,64,64,61,61,snapshot_2026_09_06.json,snapshot_2026_09_03.json
215,map,abu-dhabi,Abu Dhabi,pierreggt,pierreggt,https://github.com/pierreggt,3,3,55,55,52,52,snapshot_2026_09_06.json,snapshot_2026_09_03.json
216,map,riyadh,Riyadh,pierreggt,pierreggt,https://github.com/pierreggt,3,3,49,49,46,46,snapshot_2026_09_06.json,snapshot_2026_09_03.json
217,map,springfield-il,"Springfield, IL",NerdieSanders,NerdieSanders,https://github.com/NerdieSanders,3,3,46,46,43,43,snapshot_2026_09_06.json,snapshot_2026_09_03.json
218,map,alexandria,Alexandria,pierreggt,pierreggt,https://github.com/pierreggt,3,3,41,41,38,38,snapshot_2026_09_06.json,snapshot_2026_09_03.json
219,map,beirut,Beirut,pierreggt,pierreggt,https://github.com/pierreggt,3,3,40,40,37,37,snapshot_2026_09_06.json,snapshot_2026_09_03.json
220,map,dresden,Dresden,pierreggt,pierreggt,https://github.com/pierreggt,3,3,36,36,33,33,snapshot_2026_09_06.json,snapshot_2026_09_03.json
221,map,chemnitz,Chemnitz,pierreggt,pierreggt,https://github.com/pierreggt,3,3,23,23,20,20,snapshot_2026_09_06.json,snapshot_2026_09_03.json
222,map,edmonton,Edmonton,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,2,2,629,629,627,627,snapshot_2026_09_06.json,snapshot_2026_09_03.json
223,mod,chinese-trains,Chinese Trains,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,2,2,508,508,506,506,snapshot_2026_09_06.json,snapshot_2026_09_03.json
224,map,greatertwincities,Greater Twin Cities,DanielD1909,DanielD1909,https://github.com/DanielD1909,2,2,488,488,486,486,snapshot_2026_09_06.json,snapshot_2026_09_03.json
225,map,tijuana-san-diego,Tijuana-San Diego,rslurry,slurry,https://github.com/rslurry,2,2,434,434,432,432,snapshot_2026_09_06.json,snapshot_2026_09_03.json
226,mod,kr-ktp,Korean Transit Pack,kimth9,kimth9,https://github.com/kimth9,2,2,427,427,425,425,snapshot_2026_09_06.json,snapshot_2026_09_03.json
227,map,yukina-kagoshima-kirishima,鹿児島 (Kagoshima),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,404,404,402,402,snapshot_2026_09_06.json,snapshot_2026_09_03.json
228,map,yukina-toyama,富山 (Toyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,394,394,392,392,snapshot_2026_09_06.json,snapshot_2026_09_03.json
229,map,yukina-shizuoka-hamamatsu,静岡・浜松 (Shizuoka/Hamamatsu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,377,377,375,375,snapshot_2026_09_06.json,snapshot_2026_09_03.json
230,map,cape-town,Cape Town,worstboyinaustral1a,worstboyinaustral1a,https://github.com/worstboyinaustral1a,2,2,360,360,358,358,snapshot_2026_09_06.json,snapshot_2026_09_03.json
231,map,oklahoma-city,Oklahoma City,ryandicicco,ryandicicco,https://github.com/ryandicicco,2,2,348,348,346,346,snapshot_2026_09_06.json,snapshot_2026_09_03.json
232,map,yukina-asahikawa,旭川 (Asahikawa),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,321,321,319,319,snapshot_2026_09_06.json,snapshot_2026_09_03.json
233,map,san-juan,San Juan,rslurry,slurry,https://github.com/rslurry,2,2,313,313,311,311,snapshot_2026_09_06.json,snapshot_2026_09_03.json
234,map,cdmx-core,CDMX Core,rslurry,slurry,https://github.com/rslurry,2,2,308,308,306,306,snapshot_2026_09_06.json,snapshot_2026_09_03.json
235,map,yukina-okayama,岡山 (Okayama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,301,301,299,299,snapshot_2026_09_06.json,snapshot_2026_09_03.json
236,map,bergen-stavanger-no,Bergen-Stavanger,rslurry,slurry,https://github.com/rslurry,2,2,276,276,274,274,snapshot_2026_09_06.json,snapshot_2026_09_03.json
237,map,jacksonville,Jacksonville,rslurry,slurry,https://github.com/rslurry,2,2,272,272,270,270,snapshot_2026_09_06.json,snapshot_2026_09_03.json
238,map,puebla,Puebla,rslurry,slurry,https://github.com/rslurry,2,2,262,262,260,260,snapshot_2026_09_06.json,snapshot_2026_09_03.json
239,map,pianura-veneta,Pianura Veneta,Maximilian284,max02,https://github.com/Maximilian284,2,2,244,244,242,242,snapshot_2026_09_06.json,snapshot_2026_09_03.json
240,map,santa-barbara,Santa Barbara,rslurry,slurry,https://github.com/rslurry,2,2,241,241,239,239,snapshot_2026_09_06.json,snapshot_2026_09_03.json
241,map,bordeaux-arcachon-libourne,Bordeaux,pierreggt,pierreggt,https://github.com/pierreggt,2,2,222,222,220,220,snapshot_2026_09_06.json,snapshot_2026_09_03.json
242,map,yukina-pl-lublin,Lublin,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,218,218,216,216,snapshot_2026_09_06.json,snapshot_2026_09_03.json
243,map,bologna,Bologna,Maximilian284,max02,https://github.com/Maximilian284,2,2,213,213,211,211,snapshot_2026_09_06.json,snapshot_2026_09_03.json
244,map,nice-cote-d-azur,Nice,pierreggt,pierreggt,https://github.com/pierreggt,2,2,202,202,200,200,snapshot_2026_09_06.json,snapshot_2026_09_03.json
245,map,bari,Bari,Maximilian284,max02,https://github.com/Maximilian284,2,2,187,187,185,185,snapshot_2026_09_06.json,snapshot_2026_09_03.json
246,map,palermo,Palermo,Maximilian284,max02,https://github.com/Maximilian284,2,2,168,168,166,166,snapshot_2026_09_06.json,snapshot_2026_09_03.json
247,map,au-canberra,Canberra,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,2,2,155,155,153,153,snapshot_2026_09_06.json,snapshot_2026_09_03.json
248,map,yukina-ee-tartu,Tartu,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,155,155,153,153,snapshot_2026_09_06.json,snapshot_2026_09_03.json
249,map,mississippi,Mississippi,JayToTheAy,JayToTheAy,https://github.com/JayToTheAy,2,2,143,143,141,141,snapshot_2026_09_06.json,snapshot_2026_09_03.json
250,map,palma-de-mallorca,Palma de Mallorca,Maximilian284,max02,https://github.com/Maximilian284,2,2,142,142,140,140,snapshot_2026_09_06.json,snapshot_2026_09_03.json
251,map,ankara,Ankara,pierreggt,pierreggt,https://github.com/pierreggt,2,2,135,135,133,133,snapshot_2026_09_06.json,snapshot_2026_09_03.json
252,map,yukina-ua-odesa,Одеса / Odesa,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,120,120,118,118,snapshot_2026_09_06.json,snapshot_2026_09_03.json
253,map,ile-de-france,Paris (IDF),JcPires,JcPires,https://github.com/JcPires,2,2,91,91,89,89,snapshot_2026_09_06.json,snapshot_2026_09_03.json
254,map,yukina-kanazawa,金沢 (Kanazawa),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,89,89,87,87,snapshot_2026_09_06.json,snapshot_2026_09_03.json
255,map,damascus,Damascus,pierreggt,pierreggt,https://github.com/pierreggt,2,2,83,83,81,81,snapshot_2026_09_06.json,snapshot_2026_09_03.json
256,map,yukina-maebashi,前橋 (Maebashi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,83,83,81,81,snapshot_2026_09_06.json,snapshot_2026_09_03.json
257,map,xiamen,Xiamen,Kronifer,Kronifer,https://github.com/Kronifer,2,2,68,68,66,66,snapshot_2026_09_06.json,snapshot_2026_09_03.json
258,map,yukina-oita,大分 (Ōita),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,66,66,64,64,snapshot_2026_09_06.json,snapshot_2026_09_03.json
259,map,pays-basque,Euskal Herria,pierreggt,pierreggt,https://github.com/pierreggt,2,2,40,40,38,38,snapshot_2026_09_06.json,snapshot_2026_09_03.json
260,map,jeddah-mecca,Jeddah & Mecca,pierreggt,pierreggt,https://github.com/pierreggt,2,2,37,37,35,35,snapshot_2026_09_06.json,snapshot_2026_09_03.json
261,map,kuwait-city,Kuwait City,pierreggt,pierreggt,https://github.com/pierreggt,2,2,27,27,25,25,snapshot_2026_09_06.json,snapshot_2026_09_03.json
262,map,guadeloupe,Guadeloupe,pierreggt,pierreggt,https://github.com/pierreggt,2,2,23,23,21,21,snapshot_2026_09_06.json,snapshot_2026_09_03.json
263,map,erbil,Erbil,pierreggt,pierreggt,https://github.com/pierreggt,2,2,20,20,18,18,snapshot_2026_09_06.json,snapshot_2026_09_03.json
264,map,mosul,Mosul,pierreggt,pierreggt,https://github.com/pierreggt,2,2,19,19,17,17,snapshot_2026_09_06.json,snapshot_2026_09_03.json
265,map,seoul-3,Seoul (30km×30km),kimth9,kimth9,https://github.com/kimth9,1,1,1293,1293,1292,1292,snapshot_2026_09_06.json,snapshot_2026_09_03.json
266,map,glasgow-edinburgh,Glasgow-Edinburgh,Kronifer,Kronifer,https://github.com/Kronifer,1,1,1035,1035,1034,1034,snapshot_2026_09_06.json,snapshot_2026_09_03.json
267,map,puerto-rico,Puerto Rico,rslurry,slurry,https://github.com/rslurry,1,1,758,758,757,757,snapshot_2026_09_06.json,snapshot_2026_09_03.json
268,map,yukina-hakodate,函館 (Hakodate),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,513,513,512,512,snapshot_2026_09_06.json,snapshot_2026_09_03.json
269,map,busan-3,Busan (30km×30km),kimth9,kimth9,https://github.com/kimth9,1,1,485,485,484,484,snapshot_2026_09_06.json,snapshot_2026_09_03.json
270,map,cairo,Cairo,ryandicicco,ryandicicco,https://github.com/ryandicicco,1,1,470,470,469,469,snapshot_2026_09_06.json,snapshot_2026_09_03.json
271,map,rhode-island,Rhode Island,rslurry,slurry,https://github.com/rslurry,1,1,460,460,459,459,snapshot_2026_09_06.json,snapshot_2026_09_03.json
272,map,yukina-nagasaki,長崎 (Nagasaki),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,460,460,459,459,snapshot_2026_09_06.json,snapshot_2026_09_03.json
273,map,yukina-kochi,高知 (Kōchi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,401,401,400,400,snapshot_2026_09_06.json,snapshot_2026_09_03.json
274,map,yukina-yamagata,山形 (Yamagata),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,391,391,390,390,snapshot_2026_09_06.json,snapshot_2026_09_03.json
275,map,san-antonio,San Antonio,rslurry,slurry,https://github.com/rslurry,1,1,319,319,318,318,snapshot_2026_09_06.json,snapshot_2026_09_03.json
276,map,mfn-hamptonroads,Norfolk,crumpetime,muffintime,https://github.com/crumpetime,1,1,312,312,311,311,snapshot_2026_09_06.json,snapshot_2026_09_03.json
277,map,yukina-tsugaru,津軽 (Tsugaru),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,308,308,307,307,snapshot_2026_09_06.json,snapshot_2026_09_03.json
278,map,yukina-nakaumi,中海 (Nakaumi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,305,305,304,304,snapshot_2026_09_06.json,snapshot_2026_09_03.json
279,map,yukina-tw-hsinchu,新竹 (Hsinchu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,305,305,304,304,snapshot_2026_09_06.json,snapshot_2026_09_03.json
280,map,yukina-nakadoori,中通り (Nakadōri),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,304,304,303,303,snapshot_2026_09_06.json,snapshot_2026_09_03.json
281,map,yukina-takamatsu,高松 (Takamatsu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,294,294,293,293,snapshot_2026_09_06.json,snapshot_2026_09_03.json
282,map,yukina-kumamoto,熊本 (Kumamoto),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,287,287,286,286,snapshot_2026_09_06.json,snapshot_2026_09_03.json
283,map,greater-portland,Greater Portland,rslurry,slurry,https://github.com/rslurry,1,1,283,283,282,282,snapshot_2026_09_06.json,snapshot_2026_09_03.json
284,map,spokane,Spokane,ryandicicco,ryandicicco,https://github.com/ryandicicco,1,1,254,254,253,253,snapshot_2026_09_06.json,snapshot_2026_09_03.json
285,map,memphis,Memphis,rslurry,slurry,https://github.com/rslurry,1,1,250,250,249,249,snapshot_2026_09_06.json,snapshot_2026_09_03.json
286,map,ciudad-juarez-el-paso,Ciudad Juárez-El Paso,rslurry,slurry,https://github.com/rslurry,1,1,240,240,239,239,snapshot_2026_09_06.json,snapshot_2026_09_03.json
287,map,yukina-tw-chiayi,嘉義 (Chiayi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,236,236,235,235,snapshot_2026_09_06.json,snapshot_2026_09_03.json
288,map,greater-baltimore,Greater Baltimore,rslurry,slurry,https://github.com/rslurry,1,1,222,222,221,221,snapshot_2026_09_06.json,snapshot_2026_09_03.json
289,map,yukina-tottori,鳥取 (Tottori),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,220,220,219,219,snapshot_2026_09_06.json,snapshot_2026_09_03.json
290,map,tromso-no,Tromsø,rslurry,slurry,https://github.com/rslurry,1,1,213,213,212,212,snapshot_2026_09_06.json,snapshot_2026_09_03.json
291,mod,tathan-casino,TATHAN Casino,TathanDev,TathanDev,https://github.com/TathanDev,1,1,212,212,211,211,snapshot_2026_09_06.json,snapshot_2026_09_03.json
292,map,yukina-pl-bialystok,Białystok,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,196,196,195,195,snapshot_2026_09_06.json,snapshot_2026_09_03.json
293,map,yukina-ee-parnu,Pärnu,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,193,193,192,192,snapshot_2026_09_06.json,snapshot_2026_09_03.json
294,map,trondheim-no,Trondheim,rslurry,slurry,https://github.com/rslurry,1,1,183,183,182,182,snapshot_2026_09_06.json,snapshot_2026_09_03.json
295,map,catania,Catania,Maximilian284,max02,https://github.com/Maximilian284,1,1,173,173,172,172,snapshot_2026_09_06.json,snapshot_2026_09_03.json
296,map,yukina-lv-daugavpils,Daugavpils,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,159,159,158,158,snapshot_2026_09_06.json,snapshot_2026_09_03.json
297,map,yukina-pl-rzeszow,Rzeszów,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,159,159,158,158,snapshot_2026_09_06.json,snapshot_2026_09_03.json
298,map,yukina-pl-kielce,Kielce,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,149,149,148,148,snapshot_2026_09_06.json,snapshot_2026_09_03.json
299,map,yukina-ee-ida-viru,Ida-Viru,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,135,135,134,134,snapshot_2026_09_06.json,snapshot_2026_09_03.json
300,mod,hide-and-seek,Hide+Seek: The Mod [beta],nzh0172,naz,https://github.com/nzh0172,1,1,132,132,131,131,snapshot_2026_09_06.json,snapshot_2026_09_03.json
301,map,yukina-tw-southern-taiwan,南臺灣 (Southern Taiwan),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,123,123,122,122,snapshot_2026_09_06.json,snapshot_2026_09_03.json
302,map,yukina-pl-olsztyn,Olsztyn,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,121,121,120,120,snapshot_2026_09_06.json,snapshot_2026_09_03.json
303,map,yukina-pl-zielona-gora,Zielona Góra,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,112,112,111,111,snapshot_2026_09_06.json,snapshot_2026_09_03.json
304,map,yukina-pl-opole,Opole,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,106,106,105,105,snapshot_2026_09_06.json,snapshot_2026_09_03.json
305,map,yukina-pl-radom,Radom,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,106,106,105,105,snapshot_2026_09_06.json,snapshot_2026_09_03.json
306,map,yukina-pl-czestochowa,Częstochowa,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,105,105,104,104,snapshot_2026_09_06.json,snapshot_2026_09_03.json
307,map,yukina-pl-central-pomerania,Pomorze Środkowe,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,104,104,103,103,snapshot_2026_09_06.json,snapshot_2026_09_03.json
308,map,yukina-fuji-numazu,富士・沼津 (Fuji & Numazu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,103,103,102,102,snapshot_2026_09_06.json,snapshot_2026_09_03.json
309,map,riviera-romagnola,Riviera Romagnola,Maximilian284,max02,https://github.com/Maximilian284,1,1,100,100,99,99,snapshot_2026_09_06.json,snapshot_2026_09_03.json
310,map,yukina-pl-legnica,Legnica - LGOM,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,89,89,88,88,snapshot_2026_09_06.json,snapshot_2026_09_03.json
311,map,alicante,Alicante,Maximilian284,max02,https://github.com/Maximilian284,1,1,88,88,87,87,snapshot_2026_09_06.json,snapshot_2026_09_03.json
312,map,antalya,Antalya,pierreggt,pierreggt,https://github.com/pierreggt,1,1,88,88,87,87,snapshot_2026_09_06.json,snapshot_2026_09_03.json
313,map,yukina-akita,秋田 (Akita),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,86,86,85,85,snapshot_2026_09_06.json,snapshot_2026_09_03.json
314,map,yukina-utsunomiya,宇都宮 (Utsunomiya),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,78,78,77,77,snapshot_2026_09_06.json,snapshot_2026_09_03.json
